#,nombre archivo,Colección,dspace.entity.type,dc.contributor.entity ,dc.ciudad,dc.date.issued,dc.description.tableofcontents,dc.format,dc.format.extent,dc.format.medium,dc.subject,dc.type,dc.type.evento,fia.catalogador,fia.clasificacionlocal,fia.comuna,fia.convocatoria,fia.desafio-estrategico,fia.ejecucion,fia.especie,fia.iniciativa,fia.linea-de-accion,fia.notageneral,fia.participacion,fia.provincia,fia.realizacion,fia.region,fia.rubro,fia.sector,fia.subsector,fia.tema,dc.title,dc.title.alternative,dc.description,dc.description.abstract
1,COC-2016-0429_1.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,2448 x 3264 píxeles,"2,33 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía esta asociada a la Consultoría COC-2016-0429 “ Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Textilería artesanal con diseño indígena.,Elaboración de textilería con lana de oveja.,"Muestra un tejido artesanal en tonos rojos y verdes, con un diseño geométrico en negro. La pieza textil está elaborada con lana de oveja, destacando la técnica de telar. Se observa un enfoque en la identidad cultural a través del uso de patrones tradicionales. El entorno incluye materiales de lana en diferentes colores, evidenciando el proceso de producción textil.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, promoviendo la identidad cultural y la innovación en el proceso productivo."
158,COC-2016-0429_67.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,08 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de lavado de lana de oveja.,Lavado de lana para textilería artesanal.,"Grupo de artesanas realizando el lavado de lana de oveja en un recipiente. Se utilizan herramientas como un palo para agitar la lana en el agua. El entorno es un espacio al aire libre, con una estructura de fondo que sugiere un taller. La actividad es parte del proceso productivo de transformación de la lana, fundamental para la elaboración de textilería con identidad territorial.","El lavado de lana es un paso crucial en la cadena de valor ovina, mejorando la calidad del material para la producción textil artesanal."
159,COC-2016-0429_68.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,98 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Taller de teñido de lana.,Proceso de teñido artesanal de lana ovina.,"Grupo de artesanas participando en un taller de teñido de lana ovina. Se utiliza un recipiente para la mezcla de tintes naturales, mientras una facilitadora explica el proceso. Las participantes están atentas, algunas sosteniendo ovillos de lana. El entorno es al aire libre, con un fondo de edificaciones y cercas que delimitan el espacio de trabajo.","El taller representa una instancia de capacitación en técnicas de teñido, contribuyendo a la mejora de la competitividad en la cadena de valor ovina y fortaleciendo la identidad territorial a través de la textilería artesanal."
160,COC-2016-0429_69.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,79 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de lavado de lana de oveja.,Artisanas lavando lana para textilería.,"Grupo de artesanas realizando el lavado de lana de oveja en un entorno al aire libre. Utilizan mangueras para enjuagar la lana, que se encuentra en estado crudo. La actividad se lleva a cabo en un espacio con césped, rodeado de cercas y edificaciones. La acción es parte del proceso productivo previo a la elaboración de textilería, enfatizando la importancia de la limpieza de la materia prima.","El lavado de lana es un paso crucial en la cadena de valor ovina, garantizando la calidad del material para la producción textil artesanal. Esta actividad refleja el compromiso de las artesanas con la innovación y la identidad territorial en la elaboración de productos textiles."
161,COC-2016-0429_70.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,10 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Lavado de lana para textilería.,Proceso de lavado de lana en comunidad.,"Tres artesanas participan en el lavado de lana de oveja en un recipiente. Utilizan agua caliente y jabón para eliminar impurezas. La escena se desarrolla en un entorno rural, con cercas y vegetación visible. Se observa la colaboración entre las artesanas, quienes sostienen la lana mientras la sumergen en el agua.","El proceso de lavado de lana es fundamental para la preparación de la materia prima en la elaboración de textilería, contribuyendo a la mejora de la competitividad en la cadena de valor ovina."
162,COC-2016-0429_71.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,87 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Lavado de lana en proceso artesanal.,Artisan washing of sheep wool for textile production.,"Dos artesanas realizan el lavado de lana de oveja en un recipiente, utilizando agua y jabón para eliminar impurezas. El entorno es un espacio al aire libre, con vegetación visible y herramientas básicas para el proceso. La acción se centra en la manipulación cuidadosa de la lana, asegurando su limpieza antes de ser hilada.","El proceso de lavado es fundamental para la calidad de la textilería, garantizando que la lana esté libre de suciedad y grasa, lo que mejora la competitividad de la cadena de valor ovina."
163,COC-2016-0429_72.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,06 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de lavado de lana de oveja.,Lavado artesanal de lana en entorno comunitario.,"Mujeres artesanas participan en el lavado de lana de oveja, utilizando un recipiente con agua y detergente. Se observa una olla sobre un fogón, donde se calienta agua, y un cilindro de gas que alimenta el fuego. El entorno es rural, con una estructura de fondo que sugiere un espacio de trabajo comunitario. Las artesanas están vestidas con ropa de abrigo, indicando un clima fresco.","El proceso de lavado de lana es fundamental para la preparación de la materia prima en la elaboración de textilería, contribuyendo a la mejora de la competitividad en la cadena de valor ovina."
164,COC-2016-0429_73.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"3,09 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de teñido de lana.,Técnica de teñido a fuego en textilería.,"Mujeres artesanas realizando el proceso de teñido de lana utilizando un recipiente metálico sobre una fuente de calor. Se observa lana cruda en el primer plano, así como insumos y herramientas necesarias para la actividad, incluyendo una botella de gas y materiales de teñido. El entorno es un espacio al aire libre con vegetación.","El proceso de teñido a fuego es fundamental en la transformación de la lana, aportando color y características únicas a la textilería, contribuyendo a la identidad territorial y a la competitividad de la cadena de valor ovina."
165,COC-2016-0429_74.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,25 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de teñido de lana.,Aplicación de colorante en el teñido artesanal.,"Mujer vertiendo un colorante en una olla con agua, parte del proceso de teñido de lana de oveja. Se utilizan recipientes metálicos, uno con agua clara y otro con un colorante verde. El entorno es rural, con presencia de otras artesanas observando el proceso, lo que indica un trabajo colaborativo en la elaboración de textilería.","El proceso de teñido de lana es fundamental para la creación de textilería con identidad territorial, mejorando la competitividad de la cadena de valor ovina mediante la innovación en técnicas artesanales."
166,COC-2016-0429_75.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,85 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de teñido de lana artesanal.,Demostración de técnicas de teñido a fuego.,"Grupo de artesanas observando el proceso de teñido de lana en calderas. Se utilizan dos recipientes metálicos, uno con agua clara y otro con un tinte, posiblemente de origen vegetal. La artesana en primer plano sostiene una botella de agua, indicando la preparación del material. El entorno es rural, con vegetación circundante y una estructura metálica al fondo.","La imagen documenta una actividad clave en la cadena de valor ovina, enfocándose en la innovación del proceso de teñido artesanal, esencial para la producción de textilería con identidad territorial."
167,COC-2016-0429_76.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,87 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Exposición de textilería artesanal.,Presentación de productos textiles con lana ovina.,"Artistas y artesanos posan junto a una exhibición de textilería elaborada con lana de oveja. Se aprecian diversas piezas textiles, incluyendo ponchos y bufandas, dispuestas en un entorno de presentación formal. Herramientas de telar y materiales de teñido se encuentran en el área, reflejando el proceso artesanal de producción. La ambientación incluye un telar en el fondo, destacando la conexión con la tradición textil local.","La imagen resalta la importancia de la textilería artesanal en la cadena de valor ovina, evidenciando la innovación y la identidad territorial en la producción de lana."
168,COC-2016-0429_77.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,91 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Exposición de textilería artesanal.,Presentación de productos textiles con lana ovina.,"Artistas y artesanos posan junto a una exhibición de textilería elaborada con lana de oveja. Se aprecian diversas piezas textiles, incluyendo ponchos y bufandas, dispuestas en un entorno de exposición. Las herramientas de trabajo y los colores vibrantes de las piezas reflejan la identidad territorial y la innovación en el proceso productivo artesanal.","La imagen destaca la importancia de la textilería artesanal en la cadena de valor ovina, evidenciando la intervención y transformación del proceso productivo mediante la exhibición de productos que representan la cultura local."
169,COC-2016-0429_78.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,28 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Exposición de textilería artesanal.,Presentación de productos textiles con lana de oveja.,"Artistas y artesanos posan junto a una exhibición de prendas elaboradas con lana de oveja. Se aprecian diversas piezas textiles, incluyendo chaquetas y mantas, dispuestas en un entorno de exhibición. Herramientas de telar y materiales de teñido se encuentran en el fondo, evidenciando el proceso productivo artesanal. La ambientación resalta la identidad territorial de la textilería chilena.","La imagen ilustra la culminación de un proceso de innovación en la cadena de valor ovina, destacando la importancia de la textilería artesanal en la preservación de la identidad cultural y la competitividad del sector."
170,COC-2016-0429_79.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,77 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Proceso de teñido de lana artesanal.,Técnicas de teñido a fuego en grupo.,"Grupo de artesanas observando el proceso de teñido de lana en calderas. Se utilizan tintes naturales, aplicados mediante la técnica de teñido a fuego. Las herramientas incluyen calderas de metal y utensilios para manipular la lana. El entorno es un espacio al aire libre, con vegetación y un muro de ladrillo como fondo.","El proceso de teñido de lana artesanal es fundamental para la elaboración de textilería con identidad territorial, mejorando la competitividad de la cadena de valor ovina mediante la innovación en técnicas tradicionales."
171,COC-2016-0429_80.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,83 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Presentación de la Agrupación de Artesanas.,Discurso sobre la textilería con lana de oveja.,"Una artesana se encuentra de pie frente a un micrófono, sosteniendo un documento. En el fondo, se proyecta una presentación relacionada con la Agrupación de Artesanas Lavicoop. Las banderas de Chile y de la región están visibles, indicando el contexto territorial. El ambiente es formal, adecuado para la presentación de proyectos vinculados a la cadena de valor ovina y la innovación en la textilería.","La imagen resalta la importancia de la presentación de iniciativas que buscan mejorar la competitividad en la producción artesanal de lana, promoviendo la identidad territorial y el trabajo colaborativo entre artesanas."
172,COC-2016-0429_81.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,84 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Presentación de artesanas de Lavicop,Discurso sobre la cadena de valor ovina,"Una representante de la Agrupación de Artesanas Lavicop se encuentra en un escenario, sosteniendo un documento y dirigiéndose a la audiencia. En el fondo, se proyecta una presentación que destaca la intervención en la cadena de valor ovina. La escena incluye banderas chilenas y regionales, así como herramientas de telar dispuestas en el espacio, evidenciando el enfoque en la textilería artesanal.","La imagen captura un momento clave en la presentación de un proyecto que busca mejorar la competitividad de la cadena de valor ovina, resaltando la importancia de la innovación en el proceso productivo artesanal de la lana."
173,COC-2016-0429_82.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"2,01 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Presentación de la Agrupación de Artesanas.,Discurso sobre la cadena de valor ovina.,Un representante de la Agrupación de Artesanas LAVIECOOP expone sobre la mejora de la competitividad en la cadena de valor ovina. Se utilizan herramientas de comunicación como micrófono y proyector. El entorno incluye banderas que representan la identidad territorial y un banner informativo sobre la calidad de la textilería.,"La imagen refleja un momento clave en la difusión de innovaciones en el proceso productivo artesanal de la lana, promoviendo la identidad territorial y la competitividad de las artesanas."
174,COC-2016-0429_83.JPG,Fotografías,Fotografía,Fundación para la Innovación Agraria (FIA),Victoria,2016,1 Fotografía.,imagen/jpg,3264 x 2448 píxeles,"1,95 MB",OVINOS || IDENTIDAD TERRITORIAL || PRODUCCIÓN ARTESANAL || LANA || TEXTIL || PRODUCTOS || COMPETITIVIDAD,Fotografías,Consultorías,iag,COC-2016-0429,Victoria,Convocatoria Nacional 2016 Consultorías para la innovación,Procesos Innovadores,Región de La Araucanía,General para rubro Ovinos de lana [General para rubro Ovinos de lana],Consultoría COC-2016-0429,Sistemas productivos intensivos,"Esta fotografía está asociada a la Consultoría COC-2016-0429 “Mejorando la competitividad de la cadena de valor ovina a través de la innovación en la intervención y transformación del proceso productivo artesanal de la lana, asociada a la elaboración de textilería con identidad territorial”.",Región de La Araucanía,Malleco,Región de La Araucanía,Región de La Araucanía,Ovinos de lana,Otros productos (elaborados),Textiles,Calidad || Extensión y difusión tecnológica || Gestión || Artesanía / producto artesanal || Manejo productivo,Presentación sobre textilería ovina.,Disertación sobre la cadena de valor ovina.,"Un expositor se encuentra en un escenario, sosteniendo un documento y gesticulando mientras presenta información sobre la Agrupación de Artesanas Lavicoop. En el fondo, se proyecta una diapositiva que resalta aspectos de la textilería con lana de oveja. La sala está decorada con banderas chilenas y otros elementos visuales que refuerzan la identidad territorial del proyecto. Se aprecian herramientas y materiales relacionados con el proceso productivo de la lana.","La imagen ilustra una presentación que busca mejorar la competitividad de la cadena de valor ovina, enfocándose en la innovación y transformación del proceso productivo artesanal de la lana, destacando la importancia de la identidad territorial en la elaboración de textilería."
